"25D_NCI-H1703_2"	"52D_NCI-H460_2"	"04D_Calu1_2"	"03D_BEAS-2B_3"	"10D_IMR-90_3"	"60D_WI-38_3"	"49D_NCI-H292_2"	"47D_NCI-H2347_3"	"08D_HCC4006_3"	"07D_HCC2935_3"	"28D_NCI-H1781_3"	"13D_NCI-H1395_3"	"40D_NCI-H2087_3"	"43D_NCI-H2228_3"	"55D_NCI-H820_3"	"53D_NCI-H520_2"	"54D_NCI-H522_3"	"21D_NCI-H1650_3"	"39D_NCI-H2085_3"	"18D_NCI-H1573_3"	"19D_NCI-H1623_3"	"29D_NCI-H1792_3"	"30D_NCI-H1793_3"	"15D_NCI-H1437_3"	"41D_NCI-H2122_3"	"32D_NCI-H1944_3"	"02D_A549_3"	"36D_NCI-H2023_3"	"20D_NCI-H1648_3"	"26D_NCI-H1734_3"	"23D_NCI-H1666_3"	"35D_NCI-H2009_3"	"14D_NCI-H1435_3"	"31D_NCI-H1838_3"	"16D_NCI-H1563_3"	"59D_SK-LU-1_3"	"44D_NCI-H2291_3"	"51D_NCI-H441_3"	"09D_HCC827_3"	"12D_NCI-H1373_3"	"17D_NCI-H1568_3"	"42D_NCI-H2126_3"	"50D_NCI-H3122_3"	"57D_PC9_3"	"46D_NCI-H2342_3"	"24D_NCI-H1693_3"	"48D_NCI-H2405_3"	"05D_Calu3_3"	"34D_NCI-H1993_3"	"38D_NCI-H2073_3"	"01D_A427_3"	"22D_NCI-H1651_3"	"33D_NCI-H1975_3"	"37D_NCI-H2030_3"	"56D_NCI-H838_3"	"27D_NCI-H1755_3"	"58D_RERF-LC-MS_3"	"06D_Calu6_3"	"11D_NCI-H1299_3"	"45D_NCI-H23_3"
"chr18_9182382_9221999_+"	0.777836996365527	0.637780837176819	1.55021855463397	1.02693098874055	1.29235262621842	1.36360129502712	0.918549182093959	1.01877828179452	0.882124161586144	1.07938117607925	1.76923722113488	1.19808773700079	0.97694925056392	1.04506336095431	0.828190670531559	0.864478822579518	1.86896951937567	1.61829688173714	1.51037398109966	1.79369422278964	1.38653940159549	1.0789476677039	0.981240430173215	1.25161738100596	0.993369198418353	1.25946741116552	1.17596274486654	1.04408384556127	1.38132063084268	1.38174218312521	1.58416711502251	1.14254230420055	1.14591466832642	1.27177808936	1.3762619813304	1.18204359983611	0.969279921775835	1.33619884054295	1.14301861085241	1.24825262226468	1.14330009300867	1.59128380296902	1.35351626802225	1.1377246757658	1.57319778061212	1.68036182804044	1.51963998641305	1.44531972352213	1.14869530317703	1.74160169708907	1.60898060562822	1.15712060842108	1.05102152669278	1.31133830406824	0.934864231966096	1.39321940797976	0.997868497725993	1.10074556790084	1.29862098164364	1.45075364582229
"chr8_51860845_51861246_-"	0.550525273975874	0.547448003087755	0.976648652157899	0.918174026045292	1.22018031601447	1.00454999103062	0.882002657851947	1.03906112140195	0.887551151991144	0.822377939780506	1.27581570705927	1.72093871538595	1.13202709153304	1.40305773272234	0.962679323266319	1.40376466460196	1.03840939955428	1.33543474773768	1.47304665428517	1.09493936310023	1.21053484152667	0.988283579007235	0.937742292441366	0.941721748071428	1.28044772528176	1.4128402855216	0.917510078954735	1.00268206601936	1.32227974888646	1.46135466105269	1.40539521471817	1.21390683801418	1.23526145500697	0.913201300762441	1.70631691461437	1.45807285319549	1.2387288555554	1.37331473929829	1.09663530262112	0.684953904114588	1.51019389199665	0.698439260233382	1.50589580190877	1.00624290025196	1.1595921052014	1.13714469071863	1.24879456699201	1.00223783747842	1.3969927088899	1.2557151054401	0.938636064405916	0.979224080212782	0.86678389476729	0.937429740126944	1.34451387535634	1.22702083452951	1.19109855524138	1.78937863159146	1.34614115058512	1.31078709191034
"chr21_29321221_29329693_+"	0.693536811910223	0.842041506039119	1.30462453745723	1.40708674590415	1.56818314923636	1.28811993209362	0.84383585697556	0.787020910976788	1.07907399529242	0.967759979775491	1.06574035754741	0.785399602428953	1.06438987770689	1.16155034505143	0.867764338182641	1.45268880218399	1.51095872953488	1.27429039546888	1.32874192330351	1.50026234536828	1.10779544248532	1.46326669171219	1.45072980060794	0.891674365985578	1.28189331706306	1.33993481453418	0.909612276018962	1.31605370667452	1.11517208184474	0.82061880315171	1.17992742980078	1.03948555795802	1.33113784396083	0.467464703855805	1.32589695547743	1.40100712177723	0.819485437218236	1.43524863996227	0.901826652017644	0.892051988290294	1.5892789597712	1.00300283287224	1.2806117696906	1.21481165938095	1.25701619178714	1.72578360119164	1.59943429680483	1.41825899402619	1.22494564029265	1.09423154769671	0.930128096103245	0.840418961010693	0.978722027045777	1.05933111466512	1.52174027367364	1.36801334431436	1.35256128184282	1.16981162172146	1.15194538220842	1.25718252898124
"chr22_20933779_20934244_+"	0.944680500155409	0.43325460787916	0.633171580707992	0.95071024226224	1.26373693315596	1.25168016540526	0.79911089112455	1.31540711312834	0.876976611750739	0.993058721588444	1.20665550157629	0.731292216722719	1.16488305776432	0.60360791407278	0.652783682136434	1.39841400101676	1.57154579060331	1.36471001898173	2.10762108382064	0.92791777777289	1.50352315014907	1.27959477367977	1.24873592269567	0.731817928022115	0.761774527980895	0.721816789950863	1.18491741401783	0.84528618425005	1.03892683016355	1.18340062099601	0.947497520297398	1.14290796159584	1.54494614129303	1.18864238096855	1.26026665237983	1.43359237189421	1.46348987459053	1.48762283483621	1.35511289601695	0.866995297243263	1.76759983466225	1.4351649846824	1.50719326694979	1.29216653038783	1.87491325062256	2.08894551071192	1.24060928517097	1.18771527459793	1.16750359736453	1.08830640123512	1.03247458494894	1.32385784517939	1.12462364193453	0.915730280293838	1.09662704670662	1.42012949249007	1.32735672416488	1.15822064956543	1.3063800653952	1.2253693335725
"chr16_85633914_85634132_+"	1.28564233122541	0	0.619107929519467	0.853413817958011	1.04324470619122	0.939549267043587	0.885172118884993	0.895272657192781	0.855346330091575	1.68178371107833	1.58913199018441	1.43023121694908	1.01231279822223	1.24917532276315	1.06354010662407	1.48177138630695	1.71973252446993	1.13635861427075	0.76268507872959	1.53723841696892	1.40415083698735	1.23172573981593	1.27990326565937	1.01840141143615	0.767109262520326	1.21459970584077	0.937073567421866	0.99579606444341	0.92974093842552	1.32737026480874	1.2671466034981	1.01932415660513	0.972000062402232	0.634371488087471	1.44034719879306	1.04520997979918	1.24374742040388	1.44019726651361	0.77055026217894	1.05395945273252	1.07007900438264	0.91404979877005	1.26043170847973	0.760335455567791	1.74316376289548	0.859669334024833	0.998775392073713	0.660654810324959	1.13241643884811	0.828774323558448	1.75368373495142	1.38412525852319	1.23132827720743	1.57878150237494	1.18730052205859	1.41510308986612	0.943009672248679	1.84129008305586	1.28715611778419	1.50382887277876
"chr15_25405461_25411971_-"	1.12932529750839	0	1.35513065296437	0	0	0	1.00738442783149	1.08464738962659	1.16246049584299	1.39742529236789	1.28769439053912	1.11389580920533	0.909935127961629	1.12148709790391	0.879503163391826	0.81551581665499	1.42535764194656	1.61311666439196	1.51685016631587	1.60278031734276	1.74837515318761	1.62235168758275	1.42102398277287	1.28893222683391	1.35314274475787	1.29488882027628	1.10381317462142	0.929559711114827	1.10340739368973	1.00636496648374	1.14226125957327	1.25273861156583	1.41311236248084	1.15442675578308	1.46542635308068	1.33343615177993	1.16968181354459	1.19089189020872	1.16712750167478	1.48132280592751	1.11681654064375	0.603714799324107	1.67474455968347	0.816762193939007	1.13265327378421	1.26513172671623	1.22631159726432	1.19099340405516	1.49326302057792	1.30244094818523	1.17471927889256	1.16994502390514	1.00457717950542	1.27690987858472	1.52911405582225	1.29795664205492	1.10608221072572	1.49537446927298	1.01716248373565	1.24669414547528
"chr14_32090502_32094386_+"	0.942825225509231	0.836972894740935	0.74086372152472	0.84854147939473	0.895803583234271	1.06151766851343	0.695354438946049	0.993501276316128	1.33692286816143	1.16910961796228	0.959488599833253	0.908741761913789	1.46819293471228	0.562111426293832	1.45741528282768	1.72364551473196	1.61755441628593	1.08153600266863	0.863325665807539	1.11541936321445	1.31625277256176	1.33662823814168	1.40112326867153	1.52485439216651	0.963446793754722	0.983428454803161	1.2903617474608	0.990299829120002	1.64054127406668	1.36370179663387	0.683626390228322	1.25023816488287	1.16475213859821	0.510068497071235	1.32733606307485	0.721143130676267	0.861695498139883	1.2519906475295	1.17607154503963	0.898369221536043	1.6621518380478	0.918643163058043	1.93549626162561	1.11807999833533	0.893107976719967	1.20414055366093	1.11652227823711	1.61306177222883	1.53222872724298	1.148435447811	1.22042998525642	1.08047230220242	1.10630408911424	0.919250240901525	1.31794508171853	1.12108005608842	1.07475466876876	1.42092783072778	0.744251869398565	1.53584909436838
"chr14_32090502_32117287_+"	0.924349708162355	1.02266640831056	0.835852709903138	0.758941011108408	0.667039800916041	1.13714960904094	0.982907065546826	0.951656554476528	1.59376116532494	1.38172987697513	1.27437999613704	1.46147245299821	1.77735713890917	1.05603691498807	1.74482553765666	0.92133614898845	1.46949782748511	1.139572112515	1.2773816249641	1.27561979565659	1.5623331079898	1.58768119909682	1.28484194443196	1.80865928344064	1.12380058477653	1.24298609838587	1.18083369126325	1.01802389769225	1.19179670838843	1.22974958610737	0.760409943588647	1.06572828750921	1.30616836636493	1.25268043727311	1.61111342832107	0.983437034356358	1.25947362318849	1.3641800481263	1.44743691137167	0.976757902614391	1.5983214505173	1.22822793409312	1.95331897836932	0.988991175954818	1.34932806235605	1.45986012807777	1.19392113248438	1.5289676618257	1.61126803026309	1.40881030532299	0.861074360166461	1.07397783021351	1.56824172113192	0.849975475264586	1.05169581698461	1.29792738354781	1.20431795188082	1.05545756271066	1.01531270588914	1.34846680129174
"chr12_95208843_95211267_-"	1.56506811285033	0.705677539856168	1.07033964771186	1.02038332891191	0.965029696338828	0.898154981204667	1.31965696598706	1.52670636551153	1.51034620101028	1.56276416782405	1.0501640211566	0.616445603271175	1.58267856033142	1.37407083542888	1.02355586215614	1.22969399102259	1.56747585200698	1.39578393369844	1.39622047527639	0.837330725822386	1.51350227183585	1.10487911162565	1.82270631886437	1.18460015671887	1.09236547674756	0.967862683545255	1.88204107317753	1.7742579705622	1.92238368925468	1.67471463224591	1.37297016105023	1.56433271518176	1.34022262127334	1.16387479185805	1.59380968110547	0.733543239434284	1.83647008709915	1.82099067185056	1.72444860847684	1.38288994750198	1.43874659310736	1.69527696127499	1.93407493675768	1.52492490532983	1.08864214566978	1.42266427746096	1.4516644322766	1.65580715260825	1.28403484450659	1.20548121530253	1.34236435884366	1.22028852665395	0.931843423307099	1.67205430185123	1.6731436652828	1.13987571686657	1.47782914104719	0.976243852612041	1.52590711626823	1.84917969568435
"chr6_47283938_47286595_-"	0.593014026966119	0.799109318935826	1.40953540328326	0.547120325325652	0.421957651064872	0.781613410183593	1.08956283468621	1.82533872239935	0.959358140743339	1.89447179547037	1.30455814773457	0.957963859282339	1.32504133931218	0.969014154243708	1.26297226007393	1.62094934691338	1.39750227094665	1.38779680983241	1.61556766294763	1.61769478773758	1.80612560728563	1.54322207760686	1.47985364145868	1.39857835743862	1.21614436173429	1.64604386975648	1.4379878442025	1.58803739284335	1.94668417818939	1.50605656461182	1.62466414416475	1.28757565147551	1.67901063392589	1.93555335832803	1.84334283049539	1.78392395218893	1.74413902020885	1.76929379787692	1.39954991965483	1.32106075037515	1.5618529444859	1.85002963228437	1.77139128976231	2.01740677100144	2.091033237006	1.39534247802399	1.89456772981489	2.26857579124839	2.11604632207048	1.60559806961704	0.943725930882147	1.30776680580652	1.24274543508496	0.90366220465786	1.50148497817782	1.41014919513177	1.61073241537681	1.71792705471905	1.07682437622098	1.59079621003876
"chr7_100023419_100024307_+"	1.25064375554365	1.47623689420639	1.34740800737396	1.47376719703708	1.40918642593182	1.23638865911617	1.72704892167778	1.60217234684253	1.46917675274762	1.81613918245553	1.74131493851371	1.70050104686898	1.22965636214204	1.09362486604483	1.296496737259	1.85838705146347	1.7050353345997	1.50689353651528	1.5665184546694	2.15410419320534	1.82103957281091	1.79242895688008	1.5923659332743	1.65238060315604	1.84345555184252	1.30741230975992	1.54460656386257	1.36023389166752	1.45977203592369	1.49409834548746	1.58501342655071	1.28816856394191	1.29597986716866	1.25295777744372	1.72334439036891	1.63040843195391	1.77352718417159	1.6905230480565	1.4335139403098	1.80502653563567	1.70118282956634	1.88713691425235	1.63602587714562	1.48296312081266	1.63312605884471	1.40072591639764	1.5924120788066	1.3549336917745	2.24909785265248	1.7434652659812	1.46822297917763	1.65597022952062	1.7084376029269	1.28736673818423	1.59832186010807	1.5889946891181	1.54273485555237	1.60145100857137	1.58067660186938	1.74315774684501
"chr9_135881633_135883078_-"	1.37372579456968	1.56271024045539	1.91754446506477	1.70552276780118	1.72262261061578	1.64561707351021	1.62404577698692	1.55153636025982	1.23454905433632	1.28493666648121	1.17000512503321	1.31997342051227	1.27596032318968	1.16050941374543	1.30416989842347	1.49327327608076	1.76590373500428	1.73255656077049	1.82851301545689	1.46081780337358	1.92543620103458	2.07758164706473	2.03318189539632	1.32776262991017	1.618446545671	1.53285799418602	1.53635885641708	1.50549005111947	1.35067087476539	1.44028318891677	1.53347797149852	1.70986003449645	1.63562555862113	1.62645250952647	1.69389775087867	1.7550496328284	1.67587967843847	1.63786726375728	1.8162591027049	1.48559915586571	1.9939522258064	1.73833127907641	1.55470105692197	1.19849647450976	1.52552090608757	1.2055835254405	1.25683327216081	1.72096859119914	1.69808845773145	1.52414401946886	1.67622895183462	1.46794309871997	1.62487585586878	0.922027065205021	1.66094185869176	1.93124497626916	1.78782067134506	1.84686739973289	1.73288973832009	1.77351747849527
"chr17_20204333_20205912_+"	1.17720029016867	0.984057061064515	1.6866003082479	1.15085177682681	1.61650043256249	1.70239559266132	1.58097735817568	1.28210855912327	1.54091086037954	1.34986016184561	0.823654473326183	1.58507675327141	1.69650616120749	0.528290474392756	1.4945548524319	1.89167189044455	0.986270202622131	1.75449530986124	1.73891344304765	1.7245009835691	2.32108528179132	1.29722930805726	1.99940900532545	1.51234251241684	1.8200310921051	1.35806021267325	1.80644762724717	1.70621022698827	1.77279742461051	1.84813110135335	1.58463478565369	1.55282853616232	1.29978211372267	2.02267901287362	1.8304133702756	1.38992526554208	1.4837520308031	1.58694106275285	1.70259062128709	1.56851894416815	1.82479757614795	1.68801726750047	1.66922737634178	1.68301911587887	0.95185225994957	1.73789400827442	1.01704098232376	1.54184704334808	1.78429315182986	1.27009848860072	1.68170805003774	1.5156888369007	1.51755433196195	1.71323336734413	2.44016873302102	1.59214718038968	1.93134757321386	1.867411862746	1.57840125252019	1.83952562853195
"chr4_186706563_186709845_-"	1.04534316005289	1.27722801846809	1.67018598902745	1.80009759571794	1.77802638839669	1.87335914282896	1.81841316807932	1.04536864739907	1.33853626816622	1.25698777388138	1.17928994063564	1.26222738831683	1.20734177624114	1.43257378918395	1.3066879330862	1.98909235158831	0.748749815188731	1.49310018639669	1.46900063615508	1.59452124655367	1.36130040403574	1.51445835223627	1.51880918750003	1.20228948317653	1.35468071374018	1.02457631075095	1.82075221174615	1.07269951739117	1.67454528733729	1.65201821798891	1.75095456522338	1.4620269179158	1.48393698525073	1.48293532057255	1.5623705729751	1.14242385711075	0.978373946596774	1.66722627019286	1.12948876818658	1.54409532975354	1.27146331569552	1.50388259261541	1.21208746306154	1.34230379032503	0.666143685189787	1.8236506655205	2.1628071746961	1.68487563083691	1.48784289104642	2.28971080213408	1.35546974409898	1.2487566169114	1.25784242538365	1.76934849967837	0.958593744136122	1.58225113462387	1.52587077831636	1.80980329689843	1.58155686305572	1.75597330879304
"chr5_95755396_95763620_+"	0.472598327729948	0.826654677972357	1.36529025682641	1.66186294273253	1.58524623004066	1.65872566676789	0.800072330883604	1.59503348670916	1.42625688590074	1.48252562805795	1.41101921995629	1.73526805443484	1.48124907502375	1.84050857648497	1.5135355509434	0.764086539542159	1.25264974693766	1.75273656185735	2.05963364525091	1.49143131716723	1.83288949399757	1.97911388700201	2.00181606947735	1.39557828689476	1.55406465065207	0.594927895863709	1.00264741555817	1.08004886016232	1.60814881601569	1.67395321544616	1.60913373468931	1.32416470957668	1.22780458282718	1.46198225907447	2.11481118464521	1.12236849545452	1.52192968511183	1.64472393974084	1.8193134336823	2.15318480259739	1.91556429884351	1.76948203120137	1.96247743258108	1.28346048036697	1.99413740494762	2.09480484356837	0.840129449318342	1.09603139181616	1.45765714161671	1.35023218024029	0.973146178036068	1.496561731682	1.90500071781592	1.59608223287753	1.52827214214055	1.68977840869206	1.93559557979387	1.87381637960239	1.24368804522141	0.884600514894136
"chr8_140879471_140890769_-"	1.11261300493295	0.277887900221279	0.906434447638969	0.926430405729008	0.841106692866128	0.751641275676196	0.368867230677658	0.951246340089531	0.473594379705171	0.318193535719913	1.00177853805845	0.625093229076537	0.697968186354284	0.884649207835998	1.12810430345553	1.00492516120287	0.707867123486564	1.08011633328618	1.27049356323866	1.04612741435685	1.42254147554756	0.841176149942448	1.31240088541124	0.859489700852244	0.481566970823405	1.02457631075095	1.09698966885006	1.13349123153424	1.04519511935642	0.845530689321344	0.72512533621394	1.0394018073165	1.30783941060222	0.850134396568882	1.02963122566946	0.968752666671895	0.999731809350541	1.16886926944275	0.654770456695766	1.08333800140236	1.131663064653	1.12349735259302	1.03262092240705	1.13050513281338	1.17661559798589	1.06138762546905	1.06551874000708	1.01407720340989	1.08141491363085	1.37985684676069	0.61638444935821	0.983469006217268	0.522234112696995	0.85168591731598	1.14655349660118	1.14611830382795	1.08643671804004	1.35086024442304	1.13309446617453	1.07653708212542
"chr7_131375424_131399433_+"	0.439415940800325	0.719258883557869	0.934398844823868	0.733477484482138	0.714185488210434	0.945057325130763	0.472071352891046	0.70397623499397	0.499774230307391	0.72685404800748	1.01848947771193	0.749082654405792	0.557720256495297	1.0964316319506	0.920482195781581	0.633281243554599	1.38909764024854	1.0295296570149	1.18668123025036	0.847465674274252	1.29547354464028	1.11866136816439	0.815743075651178	1.19259505564405	0.676424853218397	1.01775315323578	1.12400811197317	1.07867720673783	1.17628674721927	1.10259698790017	0.858393216550597	0.803665995128911	0.970369813037543	1.04030840512623	0.800639463936299	1.11511246106933	0.83400672197643	1.18659515896116	1.06011161867267	0.819830108660174	0.919690149801727	0.944688629679555	1.1359697505267	1.19192862516767	1.09490112145844	1.01818591957095	1.07162916024154	1.45579796976905	1.28933040331577	1.5406796325457	0.915295940752711	1.21761722140995	0.817348274563282	1.30194191067017	1.21008776109055	1.29588589020489	1.28486675338845	1.13957740408611	1.05337165292595	1.18047432345708
"chr1_31915895_31919658_-"	0.825319958283467	0.719258883557869	1.0203786675329	0.99671881907406	1.30222578620979	1.4371218002741	0.474110377716096	1.0325880129417	0.755364593253847	0.776696180020053	0.785003565003566	0.539786714171963	0.76006035149192	1.05564055626817	0.72626075779633	0.579165453674233	0.951437158197345	0.914932044633829	1.31740987970302	0.899332109735177	1.501276405901	1.17680447351956	0.94360041633314	0.499646726993344	0.918934461542402	1.2025974248277	0.951920620866595	1.22567931047606	0.771496768227993	0.94520742642124	1.40316930828984	1.01503546308061	1.00628718646656	0.688374620341441	1.536944044919	1.50970203686245	1.25101882220459	1.07542929633759	0.835644233680063	0.794857103678155	0.854342249318407	1.15153499079573	0.722102370469608	1.45689807307178	1.01190008330892	1.01833578898424	0.813143397899542	1.12887009486864	1.21453149448663	1.01278186206567	1.12847157501063	0.928184562595748	0.685546570232198	0.669324991874609	1.00192064368121	1.18449751284858	1.04324269349173	1.08335849468058	1.32496936654527	1.34210468879518
"chr17_82563354_82568201_+"	0.832353096003576	0.949616559936683	0.941260401845202	0.820472292893362	0.707260480061607	1.0259522306842	0.797181602652997	0.661024382423397	0.559637567132908	0.766077338627802	0.959679640322882	0.109098080247533	0.401116545342105	0.587215154054124	0.966927889595261	0.577249026830404	1.44647880257952	0.704541902604828	1.06588706936552	0.945648120665505	0.947437674328896	1.18402278461276	0.964751127331792	0.904100482945046	0.736222863831105	0.84702907476957	1.05248264696176	0.903603223464879	0.719784833632373	1.08621462373848	1.24188394015771	1.12226263399394	1.41283197391959	0.981647473586322	0.982194475556488	0.735575934335008	1.22977533601645	1.19538101029512	1.10652185805799	1.11009908500972	1.14066318877154	0.892249412970469	1.29098044487315	0.837320418870422	0.957723713600182	0.735534216577995	1.11011707181597	0.922649419583886	1.17396788873999	0.994046011803323	1.09251555780043	0.693337179991007	0.808163615347298	0.542521191626636	0.840751475838448	1.16145338499315	0.970111970791819	0.876314312041432	1.07771965146177	1.31343212056386
"chr2_190659158_190673152_+"	0.706253668562658	0.890223781254803	1.00055110345681	0.885989885319663	0.950756632590182	0.990120862274346	0.922189281792309	0.76412915629252	0.751722975866471	0.747218926458358	0.613823423217497	0	0.450613117285187	0.523876320502755	0.961370281820193	0.724705851007969	1.30544346084269	1.3663524759228	1.02217692227344	1.29301215662246	1.43602258554837	1.09226019343984	1.25964070196895	0.744890154994058	0.609877636483787	1.11125405275005	1.17562855461218	1.4268231875303	0.427118835852494	0.746152862006122	1.27131028911496	0.854504708319415	1.15740322038216	0.546049219094787	1.68168338127714	0.959387808547906	1.03574218152988	0.925526187176527	0.825884687071352	0.959909749561715	1.06680458158072	1.30169669705949	1.17373920073711	0.752022082994352	1.42798420855486	1.25242337276512	1.50105712438806	1.15430233136456	1.01445020261874	1.0799467232937	1.25796378542974	0.958518109829183	0.484861047302889	0.629375765886244	1.26760900869836	1.2845703381119	1.43238090371989	1.19878657370181	1.06345489308087	1.28976959832955
"chr22_45729425_45740538_+"	0.616573912070084	0.547448003087755	1.23234908222363	0.999789090333331	0.931902492667384	0.891145104254902	0.565404408039152	0.265664342124023	0.779817605399277	1.19448303752333	0.900756514850403	0.746427128705173	0.320856112563349	0.699570532131167	0.735712159013584	0.920465588611533	0.845150001989375	1.40811392184029	1.14760071920285	0.935142288293598	1.0511483683992	1.26757536816249	1.20666833888336	0.706993560808809	0.42972646848391	1.14983002711219	1.34925834360156	0.836987848564673	0.787314067695841	0.253295695939296	0.671052484973747	0.852636004124972	0.792307454597306	0.606469988078757	0.99033132312462	1.0230286019224	0.917288180535855	1.07493606054541	0.722462339717302	0.765774534608983	0.49705868655978	1.21334342626977	0.924938463042758	0.986055347156832	1.20727902829708	1.19495142014837	1.17037238973347	1.64927697873772	1.25326515023006	1.15717312468034	0.78880494162396	1.03958025137569	0.789555778241105	1.11662837170434	0.682801876032386	1.28237505414917	1.0960262406334	0.941327130287773	0.658362292374925	0.692718605618464
"chr22_45689712_45718493_+"	1.0111932941503	0.445982733096482	1.29868670679561	1.15112644260912	1.01088823848911	0.996394656121903	0.697792081052815	0.705218882929183	0.635004501309669	1.05690867692851	0.750659469632501	0	0.23778138968036	0.789589807496855	0.644704840488558	0.745494790518222	1.24416722587386	1.12495646980507	1.28351705342591	0.716012757816895	1.4357598409286	1.49909836560069	1.16676876302192	0.863824928479566	1.00353038037946	1.23218442417361	1.21838610919794	1.29199708331643	0.442086912166814	0.27067154729052	0.689859764234593	0.915372760558673	0.68264157703663	0.88118319257408	1.46199992638987	1.20755228029397	1.21822159551799	0.994414122361836	0.793004295051534	0.755054660151801	0.878800650766392	1.15227411720701	1.12071017975564	1.24846115365918	0.806347727513876	1.13951671259518	0.285736465947447	1.58055827038693	1.25920589204973	1.11887557661737	0.898730051682278	1.33886508966668	0.826721270927901	1.18533775383787	1.00516636586795	1.42029515904723	1.17763722246675	0.957630902119528	0.800368022072931	0.59737676086324
"chr3_63912588_63913225_+"	0.576435754515929	0.705677539856168	0.813597893923965	0.691953092793064	0.572513626874773	0.653315813372235	1.19217258510454	1.22650497154239	1.0517024977898	0.675489592594204	0.790998436591895	0.43610464982795	0.56737402484943	0.422230898476718	0.794799779246214	0.655605252201234	1.18396220038672	1.22046553971575	1.31545732865809	1.46669221476269	0.968931374026813	0	1.23661737433959	0.613820990888289	0.649212273741899	0.618828762245499	0.507193772359965	0.858209090630425	0.86139280293801	0.716788038872632	0.881003260148304	1.09615222364985	0.460715807602582	0.846615343312319	1.00659244609072	1.25345844176731	1.31011577712395	1.5481744857349	0.988607192382208	1.1926194888908	1.17694189677478	0.648941179057758	0.989924192789225	0.796177575564215	0.971118059486746	0.7112907731048	0.415742412191891	1.23222223847062	1.1192858323406	0.92945389608761	1.1152483090538	0.920299189266994	1.10173506258334	0.699948061519904	1.03055865294328	0.960860139237482	0.996400716527444	1.07941770619367	0.966081196640183	0.91844532631248
"chr17_46170855_46172232_-"	1.04534316005289	0	1.02601577800152	0.538356660790501	0.841106692866128	1.03910130222892	0.635221871094417	0.871294756969119	0.639539586910285	0.270562140606055	0.587993939800467	0.342947064578694	0.349289845513548	0.302041034625261	0.620175273970682	1.36260515045646	1.66078982682089	0.866466564415155	1.18105556258709	1.10612639073158	1.24898696671872	1.03184137414749	1.17690350258091	0.647487370950848	0.194036783708666	0.507287275391897	1.04446776271473	0.950340779382573	0.823894217339744	0.992131181190983	0.961817422069944	0.999518436133954	0.665363702183862	1.06468456039145	0.839663467222732	0.886359275062464	0.595407373585636	1.42474897082621	0.909622997928707	0.954098603439915	1.20047271372911	0.818928446307989	0.991836434446329	0.895687422454201	0.862508006511203	0.523413703623317	0.759380839797032	1.48461071730574	0.80828859631433	0.923260517758506	1.41327458846151	1.1230608916283	0.666986425551078	0.741470164050864	1.25044768661724	0.956114827554056	1.15847934524257	1.25976548451556	0.858649031326058	1.21305031677949
"chr12_1027748_1028572_+"	1.38364022926233	0.885690217985774	1.21669093945063	0.720552879908559	1.13844676887274	1.06684619493618	0.796213734903555	0.859018363544785	0.744758182185838	0.724164081317153	0.694220508110907	0.209542234370987	0.806380874564028	0.670947382526846	0.620247068584287	1.08439628583804	0.930783026758739	1.18251968928538	1.16525739053093	0.855404046135413	1.37747911499895	0.725792254522089	1.1955594666241	0.531429258396836	0.359510926561704	0.73492570096707	1.07640893355054	1.11056494687414	0.71795771252351	0.669589214027964	0.824682982583313	0.997534252350415	0.679310698556694	0.69040450765568	0.920231215023944	1.35048643018955	1.35664402250566	0.73190115634398	0.862834189640737	0.358450635575357	0.973889407367915	0.659401777337886	0.560032578380957	0.619076832314253	0.446746344876244	0.951123580996038	1.09299090087301	1.07996329085202	0.881967674936943	0.816793551585262	1.47722935612197	0.859327014636774	0.691069746192726	0.321183544869533	1.17036734188842	1.24478365716387	0.622114912524319	1.30364603272429	1.25368172822493	1.44530801701215
"chr7_80789306_80810701_-"	0.907076625236309	0	1.07536771073214	0.670343553122419	0.697302005176005	0.605575163485076	0.841223064500911	0.493759757204874	0.350820479281566	0.383143158374145	0.648067796572411	0.723326396760082	0.443881475102786	0.682493455504062	0.417603816477684	0	1.63031338011906	1.16737053120783	0.963699925082744	1.45879778844048	1.31888456224568	1.1758366343701	1.07820785886576	1.11046624127284	1.0354131174404	0.761623124446775	1.35472652633321	1.18307856523715	0.473297301279373	0	0.755708570826274	0.748464116341999	0.567187199943516	0.608919989431382	1.37347432239891	1.5338877221276	0.800705674121667	0.609140147323785	0.812196838060919	0.878673616495348	1.47849464794677	1.13117394126101	0.464995057547589	0.647161365665283	0.526252670842828	0.572415460392536	1.45111287654477	1.08270851674501	1.41259874604666	0.384215118267853	1.63463564383438	1.37316795528254	1.12612121075175	1.16289516770646	0.800833055551474	1.28933235623069	1.18749444220934	1.17251513400147	0.830038989952014	1.49850658647137
